uuid,input,output
1d665b13ef7a422d8e0469def8d3d2b8,"[(27, 41), (6, 72), (0, 6), (7, 94), (25, 12), (67, 98), (59, 3), (36, 16), (44, 5), (85, 40), (72, 55), (38, 29), (42, 53), (97, 22), (36, 23), (68, 36), (91, 59), (13, 34), (13, 70)]","[(7, 94), (0, 6), (59, 3), (97, 22), (91, 59), (67, 98)]"
bcb93ab53dff494387debb6578d971cd,"[(88, 95), (76, 60), (17, 10), (95, 29), (48, 97), (37, 13), (0, 19), (74, 41), (4, 76)]","[(95, 29), (88, 95), (48, 97), (4, 76), (0, 19), (17, 10), (37, 13)]"
6f55cb4fba58443a9d188c9f740d9549,"[(51, 10), (16, 5), (37, 23), (14, 47), (36, 67), (4, 38), (47, 18), (0, 94), (49, 80), (37, 31), (75, 42), (44, 47), (69, 21), (16, 97), (16, 55)]","[(75, 42), (49, 80), (16, 97), (0, 94), (4, 38), (16, 5), (51, 10), (69, 21)]"
cfd1393ba3624740b81bb0e6c624d498,"[(31, 62), (83, 76), (66, 16), (19, 80), (31, 6), (19, 68), (39, 45), (39, 84), (61, 30), (97, 76), (44, 53), (54, 33), (94, 90)]","[(66, 16), (97, 76), (94, 90), (39, 84), (19, 80), (19, 68), (31, 6)]"
cd95c1ca9aa44770a8e4fd9f0e118da7,"[(2, 45), (26, 21), (25, 69), (13, 49), (63, 25), (91, 12), (62, 52), (57, 70), (37, 47)]","[(91, 12), (57, 70), (25, 69), (2, 45), (26, 21)]"
02bfaebff0d2437b9d3419a0f21c3d89,"[(10, 63), (72, 65), (90, 21), (16, 46), (95, 0), (94, 86), (38, 36), (48, 26), (60, 20), (6, 84), (70, 34), (1, 61)]","[(95, 0), (94, 86), (6, 84), (1, 61), (16, 46), (48, 26)]"
7757953fc67b47f0a8979af2628e625b,"[(73, 59), (72, 43), (52, 42), (84, 13), (23, 9), (62, 27), (48, 90)]","[(23, 9), (84, 13), (73, 59), (48, 90)]"
2854e7f1f28c42d3b2ac8dde11d34ac5,"[(34, 75), (70, 11), (41, 29), (37, 78), (6, 83), (58, 26), (85, 80), (3, 35)]","[(3, 35), (70, 11), (85, 80), (6, 83)]"
03a37d8c5bc844af8a89ca54f7678006,"[(80, 17), (10, 40), (60, 94), (73, 68), (99, 18), (25, 2), (26, 27), (51, 8), (79, 79), (27, 51), (4, 87), (85, 47), (53, 63), (23, 30), (22, 13), (92, 92), (43, 46), (6, 14), (13, 46), (77, 45)]","[(25, 2), (99, 18), (92, 92), (60, 94), (4, 87), (6, 14)]"
25238daa5ffd4a7ba2b0cbd4f7e7bfe8,"[(4, 72), (10, 58), (63, 73), (18, 13)]","[(63, 73), (4, 72), (18, 13)]"
a4fac562bfea4b7497373c3769310a6d,"[(29, 80), (78, 11), (77, 15), (9, 25), (46, 21), (60, 22), (76, 81), (29, 92), (75, 91), (24, 72), (59, 91), (72, 92), (15, 99), (54, 30), (32, 41)]","[(9, 25), (78, 11), (76, 81), (75, 91), (72, 92), (15, 99)]"
9c2c4ddb131042c3bac28c8fe5774a9d,"[(52, 57), (43, 58), (81, 76), (50, 13), (16, 72), (64, 18), (26, 17), (7, 42), (54, 44), (82, 98), (58, 75), (75, 87)]","[(16, 72), (7, 42), (26, 17), (50, 13), (64, 18), (81, 76), (82, 98)]"
dead818f665e4cd8affc782e6c20fc5d,"[(78, 44), (46, 9), (54, 3), (50, 9), (43, 34), (65, 94), (78, 1), (6, 38), (47, 78)]","[(78, 44), (65, 94), (47, 78), (6, 38), (54, 3), (78, 1)]"
524c4b1af100409f8f1557ccce3f7e89,"[(94, 79), (50, 17), (13, 19), (86, 19), (46, 65), (99, 27), (87, 35), (37, 9), (93, 13), (90, 53), (82, 70), (86, 88), (6, 10), (74, 43), (43, 5), (1, 40), (73, 15), (90, 14), (48, 85)]","[(48, 85), (1, 40), (6, 10), (43, 5), (93, 13), (99, 27), (94, 79), (86, 88)]"
78ef2a499e984f2eb4dc1fd872811340,"[(35, 6), (97, 88), (14, 3)]","[(97, 88), (14, 3), (35, 6)]"
f59baa5cf1684b8ba3fdfa102d8aad74,"[(95, 40), (27, 74), (67, 38), (34, 42), (41, 67), (13, 27), (17, 60)]","[(13, 27), (95, 40), (27, 74), (17, 60)]"
f63cfd6120544d1099c38a488759f3c7,"[(34, 82), (50, 29), (44, 13), (84, 9), (52, 54), (25, 8), (75, 25), (44, 33), (81, 17), (5, 47), (83, 16), (71, 49), (68, 62), (95, 71), (93, 94), (91, 80), (32, 86), (41, 37)]","[(5, 47), (25, 8), (84, 9), (95, 71), (93, 94), (32, 86)]"
b41524659e854fb2b15ea84b882fb43d,"[(46, 41), (12, 12), (88, 0), (22, 69), (56, 22), (78, 97), (45, 49), (33, 65), (62, 10), (4, 70), (69, 16), (76, 71)]","[(78, 97), (4, 70), (12, 12), (88, 0)]"
5f77cf5e1ae742a1867eeff2f91142cf,"[(84, 27), (41, 94), (82, 36), (70, 98), (38, 59), (34, 89), (74, 27), (40, 56), (40, 58)]","[(84, 27), (70, 98), (41, 94), (34, 89), (38, 59), (40, 56), (74, 27)]"
952d28f9fd274fe9a367e88ae94ff9d7,"[(3, 37), (64, 0), (37, 23), (39, 13), (12, 8), (84, 84), (75, 53), (76, 82), (91, 80), (47, 13), (57, 8), (21, 6), (12, 27), (17, 37), (39, 35), (31, 40), (29, 26), (55, 94), (65, 76)]","[(64, 0), (91, 80), (84, 84), (55, 94), (3, 37), (12, 8), (21, 6)]"
0c62ab3cffad4e799c4dbf4433cf42fa,"[(80, 24), (58, 82), (23, 40), (72, 9), (80, 72), (18, 71), (74, 92), (15, 41), (88, 19), (64, 86), (3, 67), (90, 78), (20, 66), (47, 87), (62, 24), (97, 84)]","[(3, 67), (15, 41), (72, 9), (88, 19), (97, 84), (74, 92), (47, 87)]"
5ace5096cdc2485bbbfd008d8f3e5065,"[(46, 82), (32, 55), (34, 35), (42, 99), (92, 65), (37, 93)]","[(92, 65), (42, 99), (37, 93), (32, 55), (34, 35)]"
6e12b51e94824df0935d5e6642df8ef5,"[(99, 91), (46, 51), (98, 4), (91, 68), (62, 6), (62, 41), (78, 3), (30, 39)]","[(99, 91), (30, 39), (62, 6), (78, 3), (98, 4)]"
eba82288852d400fb7c3361c4aead554,"[(27, 30), (13, 18), (44, 16), (0, 81), (74, 75), (93, 9), (78, 9), (0, 90), (0, 76), (96, 64), (11, 28), (29, 77), (5, 87), (69, 58), (57, 48)]","[(93, 9), (96, 64), (74, 75), (0, 90), (0, 76), (13, 18), (78, 9)]"
65ed3ff33c244bd59fbd505d3323ef7d,"[(25, 5), (84, 20), (76, 31), (24, 98), (5, 23), (34, 19), (76, 85), (59, 47), (43, 6), (79, 68), (59, 73), (21, 24), (12, 47), (98, 32)]","[(24, 98), (5, 23), (25, 5), (43, 6), (84, 20), (98, 32), (76, 85)]"
6e82fc1d77ed43489a6e137d5bceff0c,"[(90, 51), (91, 77), (16, 99), (98, 56), (22, 95), (28, 94), (28, 5), (78, 29), (89, 91), (5, 53), (66, 65), (35, 61), (75, 26)]","[(5, 53), (28, 5), (75, 26), (78, 29), (98, 56), (89, 91), (16, 99)]"
266030f75e304ac2b413da0f2d9b2fa6,"[(39, 68), (97, 26), (47, 15), (32, 92), (4, 16), (54, 70), (0, 95), (11, 2), (51, 17), (99, 65)]","[(97, 26), (99, 65), (32, 92), (0, 95), (4, 16), (11, 2)]"
bc5155d1e7fd4c16b9f8a473fb76d844,"[(97, 94), (38, 4), (68, 79)]","[(38, 4), (97, 94), (68, 79)]"
430c361bcbf546f7be818ae4793b98e6,"[(10, 1), (16, 36), (2, 89), (46, 8), (61, 47), (46, 91), (32, 0), (23, 35), (61, 26)]","[(46, 91), (2, 89), (10, 1), (32, 0), (46, 8), (61, 26), (61, 47)]"
918e65ac5c4d46bc9256e4ac31f3c8bc,"[(52, 48), (22, 94), (31, 30), (1, 89), (93, 7), (3, 42), (3, 12), (98, 4), (36, 27), (42, 76), (20, 74), (5, 43), (88, 53), (83, 10), (54, 43), (3, 6), (83, 71), (23, 0)]","[(23, 0), (98, 4), (88, 53), (83, 71), (22, 94), (1, 89), (3, 6)]"
a87d0ffabf3248ee967d6a453f14f9bc,"[(96, 18), (23, 32), (64, 2), (71, 38), (30, 12)]","[(64, 2), (96, 18), (71, 38), (23, 32), (30, 12)]"
13ca1abe386f4de3ac19478fe3bdd3b0,"[(72, 90), (3, 3), (13, 70)]","[(3, 3), (72, 90), (13, 70)]"
6d360823444148a98095ff003dd9afcf,"[(20, 57), (58, 43), (2, 33), (85, 69), (47, 93), (52, 79), (58, 89), (82, 24), (80, 60)]","[(2, 33), (82, 24), (85, 69), (58, 89), (47, 93)]"
aa693a478cf44af78c042f783135ce50,"[(61, 70), (77, 49), (12, 3)]","[(12, 3), (77, 49), (61, 70)]"
75146e1fa83e4e3985dea4593a09760d,"[(49, 75), (99, 17), (13, 68)]","[(13, 68), (99, 17), (49, 75)]"
c296f799785040f590de868c070d24d6,"[(74, 3), (38, 8), (48, 47), (36, 43), (93, 61), (25, 3), (35, 44), (71, 75), (64, 49), (64, 50), (8, 10), (67, 43), (6, 79), (7, 91), (51, 62), (77, 99), (82, 82), (17, 62)]","[(74, 3), (93, 61), (77, 99), (7, 91), (6, 79), (8, 10), (25, 3)]"
97494fc4a19a408b8f3ddcd05703b2af,"[(85, 1), (28, 21), (59, 25), (97, 10), (89, 41), (74, 13)]","[(89, 41), (28, 21), (85, 1), (97, 10)]"
523b694c9c964a319a06e3db91641ffb,"[(82, 85), (84, 37), (7, 46), (40, 83), (56, 90)]","[(7, 46), (84, 37), (82, 85), (56, 90), (40, 83)]"
8dcbf538a9d342b4a089208e9c1ee850,"[(0, 57), (8, 39), (85, 65), (37, 51), (67, 61), (46, 69), (41, 58), (92, 91), (63, 95)]","[(0, 57), (8, 39), (85, 65), (92, 91), (63, 95)]"
c2faf2448945456fbb535e252f050939,"[(73, 18), (53, 35), (7, 46), (99, 17), (47, 27), (69, 54), (41, 73), (28, 19), (85, 71), (11, 71), (3, 43)]","[(99, 17), (85, 71), (41, 73), (11, 71), (3, 43), (28, 19)]"
9a371a3749cd4e2fb4284192cc343b6a,"[(46, 63), (34, 45), (33, 55), (74, 64), (69, 85), (92, 22), (46, 27), (32, 5), (83, 35), (39, 35), (30, 67), (95, 28), (47, 91), (1, 9), (32, 43)]","[(95, 28), (69, 85), (47, 91), (30, 67), (1, 9), (32, 5), (92, 22)]"
c43d2c8a661546d79862665d46aca961,"[(11, 44), (51, 2), (86, 94), (4, 69), (29, 47), (60, 76)]","[(86, 94), (4, 69), (11, 44), (51, 2)]"
bbd0ee524d454664be8e924ed26e6f70,"[(79, 41), (56, 54), (41, 25), (24, 6), (85, 71), (3, 63), (60, 93), (46, 69), (31, 38), (70, 67), (51, 7), (97, 43), (47, 23), (11, 88), (62, 29), (8, 51), (62, 17), (3, 56), (55, 43), (54, 33)]","[(3, 63), (3, 56), (24, 6), (51, 7), (97, 43), (85, 71), (60, 93), (11, 88)]"
3df0568b08524e6b83734b0e905bdb1f,"[(78, 2), (42, 70), (80, 3), (1, 30), (53, 13), (64, 20), (56, 75), (15, 11), (80, 5), (72, 16), (20, 77), (61, 62), (63, 8), (54, 27), (43, 6), (25, 42), (0, 4), (49, 15), (39, 60)]","[(56, 75), (20, 77), (1, 30), (0, 4), (78, 2), (80, 3), (80, 5), (61, 62)]"
4a8838ada4334418a792352652fe2ef9,"[(39, 93), (37, 58), (6, 25)]","[(39, 93), (6, 25), (37, 58)]"
1bf113d7fa824b8dad580462dc3439d3,"[(64, 14), (62, 63), (52, 95), (50, 85), (49, 52), (28, 7), (71, 36), (65, 80), (50, 70), (7, 20), (26, 38), (40, 4), (61, 16), (48, 98), (22, 56)]","[(22, 56), (7, 20), (28, 7), (40, 4), (64, 14), (71, 36), (65, 80), (52, 95), (48, 98)]"
066793329ad044478501a6399f7d4e80,"[(14, 23), (15, 28), (88, 53), (14, 18), (10, 59), (4, 65), (84, 68), (52, 36), (75, 81), (53, 24), (93, 89), (67, 76), (44, 34), (90, 85), (91, 56), (2, 63), (60, 73), (66, 36)]","[(2, 63), (14, 18), (53, 24), (88, 53), (91, 56), (93, 89), (4, 65)]"
56ce2cc4edd2454887bfc84c914ca3ae,"[(41, 2), (6, 83), (17, 76), (31, 18), (6, 64), (50, 41), (16, 22), (30, 17), (28, 42), (75, 4), (32, 4), (89, 18), (38, 69), (29, 14)]","[(38, 69), (6, 83), (6, 64), (16, 22), (32, 4), (41, 2), (75, 4), (89, 18)]"
e23568f44d0f4a8eb49b964bf1148e89,"[(50, 46), (93, 45), (83, 67), (34, 58), (3, 3), (8, 70), (90, 66), (82, 24), (68, 55), (7, 59), (93, 35), (35, 3), (79, 71)]","[(79, 71), (8, 70), (7, 59), (3, 3), (35, 3), (82, 24), (93, 35), (93, 45), (90, 66)]"
14f6fddf41b247749e158701875bc680,"[(71, 86), (10, 52), (63, 43), (5, 65), (40, 6)]","[(71, 86), (5, 65), (10, 52), (40, 6), (63, 43)]"
8b9289ebf6be4ddd87629750083c4682,"[(74, 41), (7, 29), (29, 96), (82, 49), (47, 60), (60, 52), (63, 25), (66, 36)]","[(29, 96), (7, 29), (63, 25), (82, 49)]"
d852ada864c4496b867c8d06747424e2,"[(91, 56), (26, 28), (56, 45)]","[(26, 28), (91, 56), (56, 45)]"
01cc23ee436144f39e363cffca217a17,"[(65, 9), (85, 54), (34, 27), (1, 7), (93, 76), (98, 93), (14, 36), (30, 38)]","[(1, 7), (65, 9), (85, 54), (93, 76), (98, 93), (14, 36)]"
cbf33f003c7d4af881d73a40e75f67d7,"[(85, 13), (87, 31), (37, 21), (20, 97), (13, 1), (40, 96), (50, 43), (54, 55), (65, 70), (72, 34), (58, 94), (73, 46), (49, 90), (17, 17), (49, 12), (89, 52), (87, 47), (57, 39), (74, 48), (90, 55)]","[(20, 97), (13, 1), (85, 13), (90, 55), (58, 94), (40, 96)]"
85647680dd734d9eb488f444c024d346,"[(60, 87), (30, 79), (92, 38)]","[(30, 79), (92, 38), (60, 87)]"
61c48850f883410eb72b49b6b9fcbe10,"[(86, 32), (48, 52), (7, 55), (37, 19), (66, 56), (77, 22), (20, 86), (46, 60), (93, 34)]","[(20, 86), (7, 55), (37, 19), (77, 22), (93, 34), (66, 56)]"
e3013c7c478c44a5819115b67d02d6fb,"[(85, 34), (92, 43), (48, 13), (34, 17), (61, 31), (65, 21), (54, 98), (17, 1), (52, 69)]","[(54, 98), (17, 1), (48, 13), (65, 21), (85, 34), (92, 43)]"
e1cdf2365aa2463aa45809f103216592,"[(38, 99), (63, 58), (31, 32), (92, 17), (68, 9), (37, 99), (7, 44), (67, 86), (54, 5), (21, 86), (21, 9), (57, 65), (90, 61), (66, 5), (92, 68), (47, 7), (32, 54), (33, 19)]","[(7, 44), (21, 9), (54, 5), (66, 5), (92, 17), (92, 68), (67, 86), (38, 99), (37, 99), (21, 86)]"
ea22eebe5c364631a44e7dffdff07755,"[(13, 61), (11, 2), (87, 71), (54, 2), (53, 25), (75, 46), (40, 5), (95, 16), (3, 8)]","[(95, 16), (87, 71), (13, 61), (3, 8), (11, 2), (54, 2)]"
366edeb34f0c406eab7284f98403a0af,"[(92, 61), (78, 39), (56, 59), (6, 80), (77, 89), (56, 94), (92, 27), (3, 75), (59, 64), (4, 33), (0, 25), (75, 52), (38, 14), (6, 48), (20, 34), (70, 40), (16, 50), (64, 62), (67, 43), (69, 38)]","[(92, 27), (92, 61), (77, 89), (56, 94), (6, 80), (3, 75), (0, 25), (38, 14)]"
790bf4d7dcc7487c894d48dd428acf80,"[(98, 68), (21, 33), (20, 49), (90, 74), (35, 23), (27, 57), (3, 96), (89, 77), (7, 21), (4, 92), (4, 23), (53, 5), (9, 61)]","[(53, 5), (98, 68), (89, 77), (3, 96), (4, 23), (7, 21)]"
28716b8d759e4c928f2a08dc8b86e313,"[(0, 80), (9, 78), (71, 83), (29, 37), (21, 90)]","[(0, 80), (29, 37), (71, 83), (21, 90)]"
13ddfa8dd6eb4c59a79c43da42b2d8fe,"[(79, 33), (83, 64), (18, 15), (66, 77), (16, 9), (75, 49), (99, 10), (9, 34), (73, 39), (30, 48), (22, 44), (20, 1), (83, 72), (68, 0), (79, 11)]","[(22, 44), (9, 34), (16, 9), (20, 1), (68, 0), (99, 10), (83, 72), (66, 77)]"
1deb5f3f104e49b3a95826aff5e3511a,"[(42, 26), (19, 52), (85, 54), (1, 85), (60, 78), (82, 29), (92, 1), (62, 78), (11, 0), (49, 15), (63, 33), (9, 32), (24, 69), (68, 30)]","[(1, 85), (11, 0), (92, 1), (85, 54), (62, 78)]"
5277d937bc3849b1b253691cbf5b9cd5,"[(47, 49), (58, 64), (73, 91), (7, 50), (30, 48), (85, 89), (30, 29), (41, 71), (8, 26), (65, 95), (85, 14), (8, 19)]","[(85, 14), (85, 89), (65, 95), (7, 50), (8, 19)]"
b9fa039aaa584734b382c60a483b36a0,"[(39, 62), (29, 75), (23, 71), (77, 85), (40, 88), (1, 37), (89, 43), (88, 59), (30, 36), (41, 32), (80, 73)]","[(77, 85), (40, 88), (23, 71), (1, 37), (41, 32), (89, 43), (88, 59)]"
8a45066b24884705a534448f5f8b0d12,"[(16, 54), (35, 87), (3, 71), (39, 59), (37, 65), (3, 98), (40, 13), (58, 56), (99, 30), (1, 85), (3, 81), (11, 23), (3, 35), (59, 33), (12, 6), (96, 24), (39, 34), (50, 57), (0, 73), (54, 24)]","[(99, 30), (35, 87), (3, 98), (1, 85), (0, 73), (3, 35), (12, 6), (96, 24)]"
4a170bf737994de284bd2fa50d2b1e43,"[(48, 50), (25, 28), (68, 15), (38, 66), (0, 36), (59, 7), (78, 81), (73, 31)]","[(0, 36), (59, 7), (68, 15), (73, 31), (78, 81), (38, 66)]"
ed6c1dd5725a4511886cf61ee000a517,"[(41, 68), (79, 75), (28, 96), (54, 80), (52, 2), (42, 74), (31, 39), (86, 38), (57, 54), (23, 0), (68, 9), (64, 75), (17, 44), (70, 52)]","[(28, 96), (17, 44), (23, 0), (52, 2), (68, 9), (86, 38), (79, 75)]"
60779037fe4442e6af451b483f810564,"[(47, 42), (69, 46), (48, 79), (38, 90), (36, 40), (4, 80), (75, 43), (39, 92), (93, 64), (62, 63), (45, 44), (75, 2), (42, 22), (32, 24), (1, 44), (47, 83), (34, 94), (42, 77), (42, 7), (74, 83)]","[(75, 2), (93, 64), (74, 83), (34, 94), (4, 80), (1, 44), (42, 7)]"
2302901847fc4e61a76c9e5ea02145c2,"[(53, 41), (62, 34), (29, 46), (84, 61), (8, 75), (74, 72)]","[(62, 34), (84, 61), (74, 72), (8, 75), (29, 46)]"
4488c45a6ce54b5caadbc9fb2b626756,"[(47, 43), (7, 70), (56, 96), (85, 86), (86, 21), (70, 11), (19, 43)]","[(56, 96), (7, 70), (19, 43), (70, 11), (86, 21), (85, 86)]"
7981de5ad9c145a2a0f8a12e5cddfa7a,"[(96, 1), (29, 33), (21, 40), (81, 43), (69, 51), (91, 94)]","[(91, 94), (21, 40), (29, 33), (96, 1)]"
dbe98e1ba70e4bf6bf876fc8298aded5,"[(51, 97), (45, 24), (93, 88), (4, 91), (56, 61), (48, 3), (20, 19), (16, 12), (53, 44), (85, 74), (66, 9), (20, 63), (56, 92), (24, 46), (43, 95), (84, 87), (63, 13), (15, 69)]","[(4, 91), (16, 12), (48, 3), (66, 9), (93, 88), (51, 97)]"
2101baff848f4cddacdac171d0728a63,"[(7, 89), (41, 1), (16, 98), (50, 56), (39, 49), (35, 40), (28, 82), (81, 41), (37, 54), (1, 85), (81, 47), (30, 92), (34, 65), (3, 41), (33, 38), (43, 12)]","[(41, 1), (81, 41), (81, 47), (30, 92), (16, 98), (1, 85), (3, 41)]"
fb613204d18c4841a41b0352f15068b4,"[(28, 50), (25, 54), (53, 50), (86, 9), (63, 33), (91, 40), (77, 40), (33, 7), (78, 26), (8, 29), (68, 50), (46, 57), (85, 17), (45, 10), (92, 43), (22, 62), (14, 97), (0, 65)]","[(14, 97), (0, 65), (8, 29), (33, 7), (86, 9), (92, 43)]"
a7b3045006ff4ed49532739bea4804b1,"[(19, 40), (93, 24), (6, 87), (5, 52), (68, 22), (66, 41), (40, 6), (80, 78), (71, 51)]","[(6, 87), (5, 52), (40, 6), (93, 24), (80, 78)]"
e8e7612d3cc1452eb34cb46d30c93d36,"[(24, 44), (31, 82), (20, 22), (18, 98), (35, 31), (96, 50), (84, 18), (88, 78), (96, 7), (91, 11)]","[(96, 7), (96, 50), (88, 78), (18, 98), (20, 22)]"
c9f2d27b6c3c4ced82ce5b365ef6751c,"[(57, 91), (58, 76), (38, 39), (41, 85), (86, 25), (64, 0), (34, 34), (81, 65), (42, 43), (52, 37), (70, 89), (3, 87), (40, 42)]","[(57, 91), (3, 87), (34, 34), (64, 0), (86, 25), (81, 65), (70, 89)]"
83ec1e0747224861b41297e335c7f121,"[(52, 89), (71, 69), (93, 22), (1, 80), (23, 95), (87, 64), (88, 67)]","[(1, 80), (93, 22), (88, 67), (52, 89), (23, 95)]"
631adca90de1435a9277008ced1df5ab,"[(31, 8), (70, 24), (52, 70), (64, 75)]","[(31, 8), (70, 24), (64, 75), (52, 70)]"
d0307021a3f14b6d83050893de159072,"[(62, 4), (71, 62), (25, 42), (51, 12), (42, 16), (5, 57), (37, 69)]","[(62, 4), (71, 62), (37, 69), (5, 57), (42, 16)]"
bc7d602d640f4b23a6354dc291b61ba7,"[(11, 86), (86, 47), (39, 8), (0, 3), (24, 52), (27, 78), (30, 60), (88, 59), (92, 81), (24, 59), (94, 83), (52, 88), (32, 88), (62, 99), (61, 65), (99, 76)]","[(11, 86), (0, 3), (39, 8), (86, 47), (99, 76), (94, 83), (62, 99)]"
a8cd6509b3264950a0a72e20a75bb4e6,"[(86, 62), (44, 27), (79, 58), (32, 98), (33, 47), (77, 25), (1, 80), (3, 73), (39, 25), (62, 64)]","[(77, 25), (86, 62), (32, 98), (1, 80), (3, 73), (39, 25)]"
c2c9821a8be74d9e846784f81ac6cc51,"[(80, 31), (7, 49), (23, 47), (40, 53), (38, 8), (37, 18), (68, 84), (98, 25), (86, 39), (60, 93), (49, 2), (30, 50), (97, 81), (91, 97), (71, 3), (77, 26), (89, 53), (37, 88)]","[(37, 88), (7, 49), (38, 8), (49, 2), (71, 3), (98, 25), (97, 81), (91, 97), (60, 93)]"
f05123a25f9145ebbcf3edf9d13f8b4d,"[(94, 36), (57, 60), (65, 50), (82, 55), (71, 84), (43, 68), (69, 5), (58, 61), (40, 78), (19, 22), (34, 79), (85, 83), (88, 76), (94, 61), (65, 39), (0, 32), (88, 57), (47, 30), (4, 84), (64, 20)]","[(4, 84), (0, 32), (19, 22), (69, 5), (94, 36), (94, 61), (88, 76), (85, 83), (71, 84)]"
d762e4e2ce1041a78ef1172f892aa6dd,"[(74, 79), (88, 43), (75, 85), (21, 67), (70, 93), (65, 9), (52, 54), (13, 88)]","[(65, 9), (88, 43), (75, 85), (70, 93), (13, 88), (21, 67)]"
edca376d676c49248672fc70ccb44505,"[(55, 83), (56, 40), (49, 67), (20, 37), (37, 3), (53, 84), (61, 38)]","[(53, 84), (20, 37), (37, 3), (61, 38), (55, 83)]"
774272143df94c24a3ddf085c316050a,"[(89, 57), (41, 27), (22, 58), (66, 28)]","[(89, 57), (22, 58), (41, 27), (66, 28)]"
30ea97a363914230aa1099435fb96fcd,"[(47, 89), (33, 7), (25, 51), (74, 29), (72, 39), (81, 41)]","[(25, 51), (33, 7), (74, 29), (81, 41), (47, 89)]"
4ab4149a52d34aac82c886c6aec01f2a,"[(10, 96), (76, 88), (47, 53), (2, 69)]","[(2, 69), (47, 53), (76, 88), (10, 96)]"
372fd98dd8ec45dbb228249d38be6fb2,"[(17, 58), (87, 36), (84, 12)]","[(87, 36), (17, 58), (84, 12)]"
aee0c7ecfcab40d086dc77d9c9febc3a,"[(79, 25), (37, 33), (24, 84), (45, 64), (52, 33), (84, 83), (60, 73), (7, 2), (23, 16), (20, 87), (69, 61), (7, 58), (36, 25), (9, 42), (69, 80)]","[(84, 83), (20, 87), (7, 58), (7, 2), (79, 25)]"
7038a54780a448f5a3bec8cd89ad8b23,"[(40, 9), (60, 42), (81, 41), (41, 26), (38, 42), (76, 62), (70, 11), (24, 71), (33, 91), (78, 32), (69, 30), (9, 86), (37, 29), (11, 32), (25, 66), (16, 22), (83, 47), (61, 40), (23, 24), (50, 14)]","[(40, 9), (70, 11), (78, 32), (83, 47), (76, 62), (33, 91), (9, 86), (11, 32), (16, 22)]"
a5a15ef703f3467780dd420d8148ed5f,"[(67, 24), (33, 50), (42, 38), (36, 55), (0, 12)]","[(0, 12), (67, 24), (36, 55)]"
de0d2b440fc3434fa0bd2c7647071da2,"[(26, 98), (23, 88), (56, 0), (93, 70), (16, 13), (82, 25), (45, 91), (33, 47), (3, 69), (58, 23), (71, 51), (57, 54), (20, 24), (88, 77), (66, 21), (60, 13), (10, 66), (51, 41)]","[(26, 98), (3, 69), (16, 13), (56, 0), (82, 25), (93, 70), (88, 77)]"
6f8e5f3d92144188b68828ca00d40bdb,"[(58, 14), (52, 7), (0, 48), (57, 73)]","[(57, 73), (0, 48), (52, 7), (58, 14)]"
a0eff98cb61a40c49c00d2ab3ab4c47d,"[(49, 27), (4, 49), (16, 4), (16, 4), (63, 95), (16, 66), (67, 89), (54, 94), (2, 75), (32, 74), (57, 66), (70, 75), (85, 76), (28, 84), (22, 9)]","[(85, 76), (63, 95), (54, 94), (2, 75), (4, 49), (16, 4), (49, 27)]"
4ed8bbcc65b74a1999179ccfb0fab0fc,"[(51, 72), (6, 89), (31, 79), (27, 26), (10, 69), (48, 82)]","[(27, 26), (51, 72), (48, 82), (6, 89), (10, 69)]"
0bbab946f5e7409a884802a547505ab4,"[(36, 82), (32, 77), (37, 83)]","[(32, 77), (37, 83), (36, 82)]"
2f0c7f28c9f64426b2ea4262daa8f4d2,"[(40, 62), (0, 49), (38, 3), (64, 5), (9, 81)]","[(9, 81), (0, 49), (38, 3), (64, 5), (40, 62)]"
f82a02ede7b445acb6a7bea2689cd912,"[(75, 7), (64, 45), (38, 11), (41, 4), (17, 70), (44, 38), (18, 40), (63, 62), (6, 70), (79, 80), (54, 34), (60, 80), (39, 96), (0, 28), (37, 32), (36, 49)]","[(0, 28), (41, 4), (75, 7), (79, 80), (39, 96), (6, 70)]"
0cbd1e3d9c874e8aaf19bbc5d8db88c6,"[(8, 4), (21, 48), (50, 78), (24, 24), (16, 65), (85, 43), (10, 77), (32, 97), (8, 76), (59, 16), (70, 57), (90, 5), (91, 97), (45, 95), (89, 8), (20, 33), (84, 54), (77, 64), (34, 32)]","[(91, 97), (32, 97), (8, 76), (8, 4), (90, 5)]"
7fee645fdcd44a46b3ce6c3937493e48,"[(27, 45), (80, 20), (87, 64), (66, 7), (71, 89)]","[(27, 45), (66, 7), (80, 20), (87, 64), (71, 89)]"
ad763e570b4a4ff0bc7d1703eaabba32,"[(99, 92), (62, 98), (94, 21), (34, 87)]","[(34, 87), (94, 21), (99, 92), (62, 98)]"
882ca7ca23ad4b3494b6926b1d47e551,"[(69, 74), (3, 61), (89, 90), (21, 26), (59, 83), (6, 46), (61, 16), (83, 1), (22, 83), (23, 78), (85, 9), (76, 63), (22, 63), (60, 60), (10, 35), (78, 99), (57, 8), (41, 90), (69, 56), (39, 45)]","[(85, 9), (89, 90), (78, 99), (41, 90), (22, 83), (3, 61), (6, 46), (10, 35), (21, 26), (57, 8), (83, 1)]"
